"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
33959,"Lactobacillus johnsonii",11,2.33972859148339e-05,9.8,2.08032387184461e-05
161360,"Planococcus antarcticus",11,2.33972859148339e-05,10.9,2.32441657585381e-05
649756,"Anaerostipes hadrus",11,2.33972859148339e-05,11,2.34091861902826e-05
332949,"Enterococcus silesiacus",11,2.33972859148339e-05,12.5,2.65905198674513e-05
413497,"Cronobacter dublinensis",11,2.33972859148339e-05,10.4,2.20434726182709e-05
76726,"Pseudonocardia hydrocarbonoxydans",10,2.12702599225763e-05,8.6,1.83930295793334e-05
820,"Bacteroides uniformis",10,2.12702599225763e-05,10,2.12810783548024e-05
392597,"Piscinibacter aquaticus",10,2.12702599225763e-05,9.2,1.9565747446404e-05
745368,"Gemmiger formicilis",10,2.12702599225763e-05,10,2.12810783548024e-05
454154,"Paraprevotella clara",10,2.12702599225763e-05,10,2.12810783548024e-05
155618,"Enterococcus haemoperoxidus",10,2.12702599225763e-05,11.3,2.39704284020639e-05
1150157,"Bacillus bingmayongensis",10,2.12702599225763e-05,10,2.12816152174474e-05
86663,"Bacillus carboniphilus",9,1.91432339303186e-05,9.2,1.9620592858431e-05
57732,"Enterococcus asini",9,1.91432339303186e-05,10.2,2.17016410572411e-05
209389,"Heyndrickxia acidicola",9,1.91432339303186e-05,9.2,1.95113922842293e-05
576118,"Lacicoccus qingdaonensis",9,1.91432339303186e-05,9.1,1.9328922975531e-05
1494962,"Listeria floridensis",9,1.91432339303186e-05,9.7,2.071248574971e-05
472963,"Anaerobacillus alkalidiazotrophicus",8,1.7016207938061e-05,7.7,1.63695003072808e-05
515620,"Lachnospira eligens",8,1.7016207938061e-05,8,1.70248626838419e-05
1267,"Sarcina ventriculi",7,1.48891819458034e-05,7,1.48967548483617e-05
74426,"Collinsella aerofaciens",7,1.48891819458034e-05,7,1.48967548483617e-05
1302,"Streptococcus gordonii",7,1.48891819458034e-05,6.6,1.40205804409614e-05
33039,"[Ruminococcus] torques",7,1.48891819458034e-05,7,1.48967548483617e-05
118060,"Enterococcus rotai",7,1.48891819458034e-05,9.7,2.06446654407914e-05
411459,"Blautia obeum",6,1.27621559535458e-05,6,1.27686470128814e-05
706562,"[Lactobacillus] rogosae",6,1.27621559535458e-05,6,1.27686470128814e-05
28118,"Odoribacter splanchnicus",6,1.27621559535458e-05,6,1.27686470128814e-05
29385,"Staphylococcus saprophyticus",6,1.27621559535458e-05,6.6,1.39540079738414e-05
1353,"Enterococcus gallinarum",6,1.27621559535458e-05,5.9,1.24853524680221e-05
1176646,"Sphingomonas daechungensis",6,1.27621559535458e-05,6,1.27686470128814e-05
39488,"Anaerobutyricum hallii",6,1.27621559535458e-05,6,1.27686470128814e-05
2358141,"Anaerotignum faecicola",6,1.27621559535458e-05,6,1.27686470128814e-05
2509240,"Blautia faecicola",6,1.27621559535458e-05,6,1.27686470128814e-05
53346,"Enterococcus mundtii",5,1.06351299612881e-05,5.6,1.19993645623845e-05
214473,"Staphylococcus nepalensis",5,1.06351299612881e-05,5.1,1.08504698637118e-05
1638,"Listeria ivanovii",5,1.06351299612881e-05,6.3,1.33577542978686e-05
470146,"Coprococcus comes",5,1.06351299612881e-05,5,1.06405391774011e-05
657309,"Bacteroides xylanisolvens",5,1.06351299612881e-05,4.4,9.41848409203756e-06
393310,"Skermanella aerolata",5,1.06351299612881e-05,5,1.06405391774012e-05
1300345,"Noviluteimonas dokdonensis",5,1.06351299612881e-05,5,1.06405391774012e-05
490573,"Solirubrobacter ginsenosidimutans",5,1.06351299612881e-05,2.5,5.32026958870059e-06
1077285,"Bacteroides faecis",5,1.06351299612881e-05,2.6,5.62260958621223e-06
661485,"Nocardioides pocheonensis",5,1.06351299612881e-05,5,1.06405391774012e-05
137658,"Pseudomonas indica",5,1.06351299612881e-05,5,1.06418598524378e-05
363832,"Solirubrobacter soli",5,1.06351299612881e-05,2.5,5.32026958870059e-06
1236513,"Bacteroides faecichinchillae",5,1.06351299612881e-05,2.6,5.62260958621223e-06
1150298,"Fusicatenibacter saccharivorans",5,1.06351299612881e-05,5,1.06405391774012e-05
39496,"Eubacterium ventriosum",5,1.06351299612881e-05,5,1.06405391774012e-05
1303590,"Bombilactobacillus bombi",5,1.06351299612881e-05,4.6,9.71139710589783e-06
65499,"Lentzea albida",4,8.5081039690305e-06,1.9,4.14816814372835e-06
116085,"Coprococcus catus",4,8.5081039690305e-06,4,8.51243134192095e-06
370526,"Mycolicibacterium rutilum",4,8.5081039690305e-06,3,6.38436227704931e-06
901,"Desulfovibrio piger",4,8.5081039690305e-06,4,8.51243134192095e-06
214095,"Enterococcus canis",4,8.5081039690305e-06,4.6,9.6991683592507e-06
157733,"Alkalihalobacillus macyae",4,8.5081039690305e-06,3.8,8.15597275436249e-06
1211813,"Alistipes ihumii",4,8.5081039690305e-06,4,8.51243134192095e-06
1077675,"Enterococcus plantarum",4,8.5081039690305e-06,6.4,1.3538037281473e-05
1035707,"Pseudoduganella namucuonensis",4,8.5081039690305e-06,1.3,2.83747711396457e-06
1494429,"Bacillus ectoiniformans",4,8.5081039690305e-06,3,6.4683715683863e-06
1433257,"Flavobacterium fluminis",4,8.5081039690305e-06,3.9,8.28164427499942e-06
1708769,"Microvirga indica",4,8.5081039690305e-06,3,6.38365630490935e-06
1524097,"Massilia glaciei",4,8.5081039690305e-06,1.3,2.83747711396457e-06
1789439,"Lentzea pudingi",4,8.5081039690305e-06,1.9,4.14816814372835e-06
1499973,"Escherichia marmotae",4,8.5081039690305e-06,3.8,8.0272517583825e-06
1912896,"Bacteroides koreensis",4,8.5081039690305e-06,2.5,5.30042712939582e-06
2495579,"Massilia atriviolacea",4,8.5081039690305e-06,1.3,2.83747711396457e-06
1912894,"Bacteroides kribbi",4,8.5081039690305e-06,2.5,5.30042712939582e-06
1245469,"Bradyrhizobium oligotrophicum",3,6.38107797677288e-06,0.4,8.74732500996845e-07
33932,"Sutcliffiella cohnii",3,6.38107797677288e-06,3.3,7.06375409017149e-06
40215,"Acinetobacter junii",3,6.38107797677288e-06,2,4.33691741702047e-06
44008,"Enterococcus cecorum",3,6.38107797677288e-06,3.2,6.75281203853114e-06
181487,"Schaalia cardiffensis",3,6.38107797677288e-06,3,6.38468109511639e-06
324767,"Bacillus infantis",3,6.38107797677288e-06,3,6.38432350644072e-06
294699,"Anoxybacillus amylolyticus",3,6.38107797677288e-06,1,2.12810783547574e-06
32040,"Paracidovorax konjaci",3,6.38107797677288e-06,3,6.38430854315845e-06
169679,"Clostridium saccharobutylicum",3,6.38107797677288e-06,3,6.38466036945853e-06
29448,"Bradyrhizobium elkanii",3,6.38107797677288e-06,0.4,8.74732500996845e-07
43992,"Bradyrhizobium liaoningense",3,6.38107797677288e-06,0.4,8.74732500996845e-07
312253,"Bradyrhizobium tropiciagri",3,6.38107797677288e-06,0.4,8.74732500996845e-07
67255,"Streptomyces achromogenes",3,6.38107797677288e-06,2,4.26221491735975e-06
1274631,"Bradyrhizobium icense",3,6.38107797677288e-06,0.4,8.74732500996845e-07
430522,"Pedobacter steynii",3,6.38107797677288e-06,1.5,3.19216175322028e-06
433663,"Nocardioides islandensis",3,6.38107797677288e-06,3,6.38432350644072e-06
83,"Hyphomicrobium vulgare",3,6.38107797677288e-06,1.5,3.19216175322036e-06
863449,"Cytobacillus purgationiresistens",3,6.38107797677288e-06,3,6.3843236824436e-06
111105,"Porphyromonas gulae",3,6.38107797677288e-06,3,6.38483867545101e-06
328814,"Alistipes shahii",3,6.38107797677288e-06,4.2,8.97358665431058e-06
732238,"Povalibacter uvarum",3,6.38107797677288e-06,3,6.38432350644072e-06
498057,"Lysobacter oryzae",3,6.38107797677288e-06,3,6.38432350644072e-06
498055,"Arenimonas oryziterrae",3,6.38107797677288e-06,3,6.38431914597986e-06
554,"Pectobacterium carotovorum",3,6.38107797677288e-06,3,6.40785275599799e-06
244734,"Bradyrhizobium betae",3,6.38107797677288e-06,0.4,8.74732500996845e-07
230470,"Anoxybacillus voinovskiensis",3,6.38107797677288e-06,1,2.12810783547574e-06
225988,"Anoxybacillus contaminans",3,6.38107797677288e-06,1,2.12810783547574e-06
280332,"Bradyrhizobium jicamae",3,6.38107797677288e-06,0.4,8.74732500996845e-07
2734912,"Bradyrhizobium denitrificans",3,6.38107797677288e-06,0.4,8.74732500996845e-07
904933,"Pseudonocardia hispaniensis",3,6.38107797677288e-06,4.1,8.80441681427062e-06
53398,"Hyphomicrobium aestuarii",3,6.38107797677288e-06,1.5,3.19216175322036e-06
1111760,"Streptococcus troglodytae",3,6.38107797677288e-06,3,6.38477479262744e-06
39484,"Agathobaculum desmolans",3,6.38107797677288e-06,3,6.38432350644072e-06
1256908,"Eubacterium ramulus",3,6.38107797677288e-06,3,6.38432350644072e-06
1452508,"Caldimonas caldifontis",3,6.38107797677288e-06,3.8,8.0996544148391e-06
1437360,"Bradyrhizobium erythrophlei",3,6.38107797677288e-06,0.4,8.74732500996845e-07
1241337,"Pedobacter nutrimenti",3,6.38107797677288e-06,1.5,3.19216175322028e-06
2005703,"Enterococcus wangshanyuanii",3,6.38107797677288e-06,3.6,7.68988885161932e-06
258533,"Mycolicibacterium cosmeticum",2,4.25405198451525e-06,3,6.38428473583205e-06
47988,"Actinoplanes auranticolor",2,4.25405198451525e-06,2,4.25621567096048e-06
79885,"Alkalihalophilus pseudofirmus",2,4.25405198451525e-06,2.1,4.56666693000198e-06
53458,"Janibacter limosus",2,4.25405198451525e-06,0.2,3.54684639197331e-07
1405,"Bacillus mycoides",2,4.25405198451525e-06,2.1,4.50867787410671e-06
157838,"Heyndrickxia shackletonii",2,4.25405198451525e-06,2.1,4.39012244237938e-06
178774,"Gottfriedia luciferensis",2,4.25405198451525e-06,2,4.25621567096048e-06
136100,"Knoellia sinensis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
184882,"Knoellia subterranea",2,4.25405198451525e-06,0.2,3.54684639197331e-07
52773,"Schaalia meyeri",2,4.25405198451525e-06,2,4.25645384335217e-06
319054,"Janibacter anophelis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
196914,"Actinoplanes friuliensis",2,4.25405198451525e-06,2,4.25621246638885e-06
1210046,"Janibacter hoylei",2,4.25405198451525e-06,0.2,3.54684639197331e-07
1492,"Clostridium butyricum",2,4.25405198451525e-06,2,4.25635855788276e-06
489,"Neisseria polysaccharea",2,4.25405198451525e-06,2,4.25645172915328e-06
354197,"Arenimonas malthae",2,4.25405198451525e-06,0.5,1.06405391773994e-06
363630,"Nakamurella flavida",2,4.25405198451525e-06,2,4.25621567096048e-06
370777,"Arenimonas daejeonensis",2,4.25405198451525e-06,0.5,1.06405391773994e-06
1397,"Niallia circulans",2,4.25405198451525e-06,1,2.12780599020088e-06
37734,"Enterococcus casseliflavus",2,4.25405198451525e-06,2.2,4.71070195365945e-06
262209,"Janibacter melonis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
361277,"Terribacillus saccharophilus",2,4.25405198451525e-06,2,4.25621575215267e-06
1116389,"Devosia insulae",2,4.25405198451525e-06,1,2.12810783548024e-06
393763,"Anaerobacillus alkalilacustris",2,4.25405198451525e-06,3.1,6.51396900204703e-06
411577,"Anaerococcus murdochii",2,4.25405198451525e-06,1,2.12804670319943e-06
351091,"Oscillibacter valericigenes",2,4.25405198451525e-06,1,2.12810783548024e-06
1321609,"Variovorax boronicumulans",2,4.25405198451525e-06,0.5,1.06405307308674e-06
363952,"Comamonas thiooxydans",2,4.25405198451525e-06,2,4.25621559706191e-06
490189,"Flavobacterium caeni",2,4.25405198451525e-06,2,4.25621567096048e-06
882824,"Knoellia locipacati",2,4.25405198451525e-06,0.2,3.54684639197331e-07
864070,"Microvirga zambiensis",2,4.25405198451525e-06,1,2.1283302227673e-06
857417,"Janibacter indicus",2,4.25405198451525e-06,0.2,3.54684639197331e-07
115979,"Niallia nealsonii",2,4.25405198451525e-06,1,2.12780599020088e-06
582607,"Roseateles asaccharophilus",2,4.25405198451525e-06,2,4.25621397296968e-06
1359,"Lactococcus cremoris",2,4.25405198451525e-06,0.7,1.41873855698683e-06
407159,"Knoellia remsis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
1358,"Lactococcus lactis",2,4.25405198451525e-06,0.7,1.41873855698683e-06
643214,"Mammaliicoccus stepanovicii",2,4.25405198451525e-06,1.8,3.83873630262532e-06
663580,"Phycicoccus ochangensis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
564,"Escherichia fergusonii",2,4.25405198451525e-06,2,4.31734831403325e-06
296052,"Terrimonas lutea",2,4.25405198451525e-06,2,4.25621567096048e-06
150033,"Enterococcus ratti",2,4.25405198451525e-06,1.8,3.73254467650951e-06
363844,"Variovorax ginsengisoli",2,4.25405198451525e-06,0.5,1.06405307308674e-06
642776,"Pedococcus badiiscoriae",2,4.25405198451525e-06,0.2,3.54684639197331e-07
1262585,"Acinetobacter qingfengensis",2,4.25405198451525e-06,2,4.2564515563561e-06
266061,"Pseudoxanthomonas koreensis",2,4.25405198451525e-06,0.5,1.06405391773994e-06
1151742,"Lactococcus taiwanensis",2,4.25405198451525e-06,0.7,1.41873855698683e-06
1007096,"Oscillibacter ruminantium",2,4.25405198451525e-06,1,2.12810783548024e-06
2585118,"Alistipes communis",2,4.25405198451525e-06,2,4.25621567096048e-06
39486,"Dorea formicigenerans",2,4.25405198451525e-06,2,4.25621567096048e-06
989370,"Bradyrhizobium manausense",2,4.25405198451525e-06,0.6,1.36677329851562e-06
1453587,"Enterococcus crotali",2,4.25405198451525e-06,2.3,4.93320402610253e-06
1450165,"Aggregicoccus edonensis",2,4.25405198451525e-06,2,4.25621567096048e-06
1384638,"Aridibacter famidurans",2,4.25405198451525e-06,1,2.12794038034581e-06
1591105,"Devosia humi",2,4.25405198451525e-06,1,2.12810783548024e-06
1882682,"Microvirga ossetica",2,4.25405198451525e-06,1,2.1283302227673e-06
1836200,"Variovorax rhizosphaerae",2,4.25405198451525e-06,0.5,1.06405307308674e-06
1836199,"Variovorax robiniae",2,4.25405198451525e-06,0.5,1.06405307308674e-06
1870984,"Anaerococcus mediterraneensis",2,4.25405198451525e-06,1,2.12804670319943e-06
1776391,"Romboutsia timonensis",2,4.25405198451525e-06,2,4.25621566698494e-06
1560324,"Arenimicrobium luteum",2,4.25405198451525e-06,2,4.25621567096048e-06
515489,"Bradyrhizobium cytisi",2,4.25405198451525e-06,0.6,1.36677329851562e-06
1911421,"Aridibacter nitratireducens",2,4.25405198451525e-06,1,2.12794038034581e-06
2058291,"Janibacter massiliensis",2,4.25405198451525e-06,0.2,3.54684639197331e-07
1789691,"Flaviaesturariibacter luteus",2,4.25405198451525e-06,2,4.25621567096048e-06
2497878,"Nocardioides guangzhouensis",2,4.25405198451525e-06,2,4.25621567096048e-06
2715425,"Microvirga rosea",2,4.25405198451525e-06,1,2.1283302227673e-06
2546226,"Arenimonas terrae",2,4.25405198451525e-06,0.5,1.06405391773994e-06
252231,"Nocardioides aestuarii",1,2.12702599225763e-06,0.6,1.33725369777157e-06
398,"Rhizobium tropici",1,2.12702599225763e-06,0.1,1.25182813851779e-07
1665,"Arthrobacter globiformis",1,2.12702599225763e-06,0,9.53852153480639e-08
1677,"Arthrobacter pascens",1,2.12702599225763e-06,0,9.53852153480639e-08
1676,"Pseudarthrobacter polychromogenes",1,2.12702599225763e-06,0,9.53852153480639e-08
1671,"Pseudarthrobacter oxydans",1,2.12702599225763e-06,0,9.53852153480639e-08
46181,"Nonomuraea salmonea",1,2.12702599225763e-06,0.1,1.41873855698683e-07
171442,"Sporichthya brevicatena",1,2.12702599225763e-06,0.5,1.06405391774012e-06
65505,"Virgisporangium ochraceum",1,2.12702599225763e-06,0.3,6.971305478895e-07
175570,"Virgisporangium aurantiacum",1,2.12702599225763e-06,0.3,6.971305478895e-07
1336242,"Stenotrophomonas geniculata",1,2.12702599225763e-06,1,2.09924848941332e-06
1048339,"Sporichthya polymorpha",1,2.12702599225763e-06,0.5,1.06405391774012e-06
1305,"Streptococcus sanguinis",1,2.12702599225763e-06,1.4,2.96707243680977e-06
71433,"Mesorhizobium amorphae",1,2.12702599225763e-06,0.1,1.58384155944576e-07
39844,"Mesorhizobium tianshanense",1,2.12702599225763e-06,0.1,1.29179593053303e-07
53376,"Mycobacterium heidelbergense",1,2.12702599225763e-06,0.1,1.23585317490506e-07
51670,"Hyphomicrobium facile",1,2.12702599225763e-06,1,2.12810783548024e-06
84634,"Kineosporia rhamnosa",1,2.12702599225763e-06,1,2.12733436275296e-06
44007,"Enterococcus pseudoavium",1,2.12702599225763e-06,1.1,2.38447376144069e-06
248903,"Paenibacillus xylanilyticus",1,2.12702599225763e-06,0.1,1.77072985389793e-07
33028,"Staphylococcus saccharolyticus",1,2.12702599225763e-06,1,2.15192633753554e-06
1285,"Staphylococcus intermedius",1,2.12702599225763e-06,1,2.15064047369137e-06
29382,"Staphylococcus cohnii",1,2.12702599225763e-06,1.4,2.87750250449319e-06
269420,"Agromyces neolithicus",1,2.12702599225763e-06,0.3,6.72924745834505e-07
121292,"Pseudarthrobacter sulfonivorans",1,2.12702599225763e-06,0,9.53852153480639e-08
126673,"Mycolicibacterium doricum",1,2.12702599225763e-06,0.1,1.23585317490506e-07
141349,"Mycobacterium lentiflavum",1,2.12702599225763e-06,0.1,1.23585317490506e-07
335020,"Mesorhizobium albiziae",1,2.12702599225763e-06,1,2.12810783548024e-06
317010,"Enterococcus canintestini",1,2.12702599225763e-06,1.5,3.19672205049591e-06
1587,"Lactobacillus helveticus",1,2.12702599225763e-06,1.5,3.27825017285238e-06
160454,"Enterococcus pallens",1,2.12702599225763e-06,1.2,2.48245209020696e-06
162292,"Phenylobacterium mobile",1,2.12702599225763e-06,1,2.12222984081078e-06
930197,"Sphingomonas cynarae",1,2.12702599225763e-06,1,2.05643909786328e-06
633440,"Nonomuraea jiangxiensis",1,2.12702599225763e-06,0.1,1.41873855698683e-07
83683,"Lactobacillus amylolyticus",1,2.12702599225763e-06,1.5,3.25620943020887e-06
903983,"Enterococcus quebecensis",1,2.12702599225763e-06,1.1,2.39712525242172e-06
903984,"Enterococcus ureasiticus",1,2.12702599225763e-06,1.1,2.36937141119138e-06
1385369,"Skermanella stibiiresistens",1,2.12702599225763e-06,0.3,7.09369278493413e-07
545,"Citrobacter koseri",1,2.12702599225763e-06,2,4.3616122475772e-06
1756185,"Nocardioides opuntiae",1,2.12702599225763e-06,0.5,1.06405391774012e-06
940133,"Sphingomonas limnosediminicola",1,2.12702599225763e-06,1,2.1275801445525e-06
359158,"Actinomadura rudentiformis",1,2.12702599225763e-06,0.8,1.68695038785159e-06
359159,"Nonomuraea candida",1,2.12702599225763e-06,0.1,1.41873855698683e-07
158897,"Pseudarthrobacter scleromae",1,2.12702599225763e-06,0,9.53852153480639e-08
29401,"Pseudonocardia halophobica",1,2.12702599225763e-06,0.2,4.85862582987723e-07
1478,"Peribacillus simplex",1,2.12702599225763e-06,1,2.12810776043169e-06
279573,"Agromyces humatus",1,2.12702599225763e-06,0.3,6.72924745834505e-07
293958,"Rhizobium lusitanum",1,2.12702599225763e-06,0.1,1.25182813851779e-07
384,"Rhizobium leguminosarum",1,2.12702599225763e-06,0.1,1.25182813851779e-07
47839,"Mycobacterium triplex",1,2.12702599225763e-06,0.1,1.23585317490506e-07
69968,"Macrococcus bovicus",1,2.12702599225763e-06,0.8,1.6331962980229e-06
359,"Rhizobium rhizogenes",1,2.12702599225763e-06,0.1,1.25182813851779e-07
1451,"Paenibacillus amylolyticus",1,2.12702599225763e-06,0.1,1.77072985389793e-07
1472,"Paenibacillus pabuli",1,2.12702599225763e-06,0.1,1.77072985389793e-07
1303,"Streptococcus oralis",1,2.12702599225763e-06,1,2.20938131796377e-06
1131292,"Enterococcus ureilyticus",1,2.12702599225763e-06,1.1,2.40843571063489e-06
241416,"Mesorhizobium temperatum",1,2.12702599225763e-06,0.1,1.29179593053303e-07
201829,"Staphylococcus equorum",1,2.12702599225763e-06,1.1,2.27964379821688e-06
298708,"Sphingomonas kaistensis",1,2.12702599225763e-06,1,2.12810783548024e-06
386302,"Salinibacterium xinjiangense",1,2.12702599225763e-06,0.5,1.03231461849124e-06
396,"Rhizobium phaseoli",1,2.12702599225763e-06,0.1,1.25182813851779e-07
1894,"Kitasatospora aureofaciens",1,2.12702599225763e-06,0.3,7.09369278493413e-07
1969,"Streptomyces chartreusis",1,2.12702599225763e-06,2,4.25021628545526e-06
400768,"Microlunatus panaciterrae",1,2.12702599225763e-06,0.5,1.06405391774012e-06
400774,"Nocardioides panacihumi",1,2.12702599225763e-06,0.5,1.06405391774012e-06
409290,"Arthrobacter oryzae",1,2.12702599225763e-06,0,9.53852153480639e-08
409291,"Arthrobacter humicola",1,2.12702599225763e-06,0,9.53852153480639e-08
85693,"Mycolicibacterium monacense",1,2.12702599225763e-06,0.1,1.23585317490506e-07
43617,"Mesorhizobium mediterraneum",1,2.12702599225763e-06,0.1,1.29179593053303e-07
410837,"Pseudarthrobacter defluvii",1,2.12702599225763e-06,0,9.53852153480639e-08
394734,"Nocardioides insulae",1,2.12702599225763e-06,1,2.12810783548024e-06
410755,"Mesorhizobium tarimense",1,2.12702599225763e-06,0.1,1.29179593053303e-07
410756,"Mesorhizobium gobiense",1,2.12702599225763e-06,0.1,1.29179593053303e-07
418707,"Methylobacterium iners",1,2.12702599225763e-06,1,2.12810783548024e-06
66881,"Streptomyces cremeus",1,2.12702599225763e-06,0.3,7.09369278493413e-07
68217,"Kitasatospora herbaricolor",1,2.12702599225763e-06,0.3,7.09369278493413e-07
68043,"Streptomyces libani",1,2.12702599225763e-06,0,9.53852153480639e-08
427920,"Alkalihalobacterium alkalinitrilicum",1,2.12702599225763e-06,1.3,2.67532658019265e-06
484184,"Paenibacillus taichungensis",1,2.12702599225763e-06,0.1,1.77072985389793e-07
404385,"Nonomuraea bangladeshensis",1,2.12702599225763e-06,0.1,1.41873855698683e-07
