"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
47678,"Bacteroides caccae",60,0.000137920888578311,60,0.000137982103721147
28117,"Alistipes putredinis",52,0.00011953143676787,52,0.000119584489891661
1281,"Staphylococcus carnosus",50,0.00011493407381526,57,0.00013101839761146
853,"Faecalibacterium prausnitzii",47,0.000108038029386344,47,0.000108085981248232
417368,"Enterococcus thailandicus",46,0.000105739347910039,41.3,9.50881876643932e-05
580165,"Bacillus cytotoxicus",46,0.000105739347910039,46,0.00010578342318618
940190,"Melissococcus plutonius",45,0.000103440666433734,43.1,9.92317103528719e-05
1639,"Listeria monocytogenes",43,9.88433034811232e-05,42.6,9.80033822622217e-05
40519,"Ruminococcus callidus",39,8.96485775759025e-05,39,8.96883674187458e-05
1641,"Listeria grayi",37,8.50512146232921e-05,41.8,9.60264491752229e-05
204516,"Phocaeicola massiliensis",37,8.50512146232921e-05,37,8.50889639613742e-05
1796613,"Bacteroides caecimuris",36,8.27525331469869e-05,35.5,8.1661144186042e-05
449673,"Bacteroides stercoris",35,8.04538516706817e-05,35,8.04895605040026e-05
487174,"Barnesiella intestinihominis",35,8.04538516706817e-05,35,8.04895605040026e-05
1334,"Streptococcus dysgalactiae",33,7.58564887180713e-05,32.8,7.53982461378769e-05
46503,"Parabacteroides merdae",29,6.66617628128506e-05,29,6.66913501318879e-05
89014,"Blautia luti",29,6.66617628128506e-05,29,6.66913501318879e-05
1296,"Mammaliicoccus sciuri",27,6.20643998602402e-05,25.9,5.9667741820477e-05
622,"Shigella dysenteriae",24,5.51683554313246e-05,21.4,4.90994419506539e-05
1643,"Listeria welshimeri",23,5.28696739550194e-05,40.9,9.40720000543961e-05
28118,"Odoribacter splanchnicus",23,5.28696739550194e-05,23,5.28931397597731e-05
1352,"Enterococcus faecium",22,5.05709924787142e-05,24.9,5.72356065409098e-05
564,"Escherichia fergusonii",22,5.05709924787142e-05,20.8,4.77678087412722e-05
1640685,"Enterococcus massiliensis",21,4.8272311002409e-05,22.6,5.18745746085887e-05
2005703,"Enterococcus wangshanyuanii",21,4.8272311002409e-05,24.8,5.69932105839699e-05
357276,"Phocaeicola dorei",20,4.59736295261038e-05,20,4.60123215191224e-05
83683,"Lactobacillus amylolyticus",19,4.36749480497986e-05,15.8,3.62610705340786e-05
53412,"Metapseudomonas resinovorans",18,4.13762665734934e-05,18,4.14120356859346e-05
515619,"Agathobacter rectalis",17,3.90775850971883e-05,17,3.90949293876584e-05
823,"Parabacteroides distasonis",16,3.67789036208831e-05,16,3.67952276589726e-05
57732,"Enterococcus asini",15,3.44802221445779e-05,16.9,3.87744208593723e-05
820,"Bacteroides uniformis",15,3.44802221445779e-05,15,3.44955259302868e-05
328814,"Alistipes shahii",15,3.44802221445779e-05,14.9,3.41966835304117e-05
29379,"Staphylococcus auricularis",14,3.21815406682727e-05,17.3,3.98621015003659e-05
1298596,"Mediterraneibacter faecis",13,2.98828591919675e-05,13,2.98961224729153e-05
2670334,"Lottiidibacillus patelloidae",13,2.98828591919675e-05,12.5,2.86317722727675e-05
1492,"Clostridium butyricum",12,2.75841777156623e-05,12,2.76009437553162e-05
863449,"Cytobacillus purgationiresistens",12,2.75841777156623e-05,12,2.76131073274918e-05
454154,"Paraprevotella clara",12,2.75841777156623e-05,12,2.75964207442295e-05
1494962,"Listeria floridensis",12,2.75841777156623e-05,13.8,3.16768324747834e-05
1587,"Lactobacillus helveticus",11,2.52854962393571e-05,13.7,3.14440176075117e-05
706562,"[Lactobacillus] rogosae",11,2.52854962393571e-05,11,2.52967190155437e-05
88431,"Dorea longicatena",11,2.52854962393571e-05,11,2.52967190155437e-05
155617,"Enterococcus moraviensis",11,2.52854962393571e-05,12.3,2.83046860288923e-05
1816689,"Sutterella massiliensis",11,2.52854962393571e-05,11,2.52967190155437e-05
214473,"Staphylococcus nepalensis",10,2.29868147630519e-05,10,2.30152685287402e-05
160454,"Enterococcus pallens",10,2.29868147630519e-05,9.4,2.15623893040671e-05
1499973,"Escherichia marmotae",10,2.29868147630519e-05,10.9,2.49896361926037e-05
1267,"Sarcina ventriculi",9,2.06881332867467e-05,9,2.06973155581721e-05
575,"Raoultella planticola",9,2.06881332867467e-05,9.8,2.25962678016151e-05
157733,"Alkalihalobacillus macyae",9,2.06881332867467e-05,8.3,1.91046548513681e-05
490573,"Solirubrobacter ginsenosidimutans",9,2.06881332867467e-05,4.5,1.03486577790861e-05
871665,"Blautia faecis",9,2.06881332867467e-05,9,2.06973155581721e-05
363832,"Solirubrobacter soli",9,2.06881332867467e-05,4.5,1.03486577790861e-05
1150298,"Fusicatenibacter saccharivorans",9,2.06881332867467e-05,9,2.06973155581721e-05
425474,"Staphylococcus pseudolugdunensis",9,2.06881332867467e-05,9,2.06973522885648e-05
1638,"Listeria ivanovii",8,1.83894518104415e-05,9.6,2.20230217205051e-05
742725,"Alistipes indistinctus",8,1.83894518104415e-05,8,1.83976138294863e-05
45634,"Streptococcus cristatus",8,1.83894518104415e-05,7.4,1.70330533200137e-05
44009,"Enterococcus dispar",7,1.60907703341363e-05,8.4,1.92514476748197e-05
1653776,"Halalkalibacter oceani",7,1.60907703341363e-05,6.5,1.49605456535285e-05
209389,"Heyndrickxia acidicola",6,1.37920888578311e-05,6.5,1.48429104780339e-05
37734,"Enterococcus casseliflavus",6,1.37920888578311e-05,6.3,1.44001959554764e-05
1494429,"Bacillus ectoiniformans",6,1.37920888578311e-05,6,1.38281507088479e-05
47988,"Actinoplanes auranticolor",5,1.1493407381526e-05,4.8,1.10205343276582e-05
553,"Pantoea ananatis",5,1.1493407381526e-05,6.9,1.58254150225696e-05
86663,"Bacillus carboniphilus",5,1.1493407381526e-05,5.4,1.23396056029436e-05
116085,"Coprococcus catus",5,1.1493407381526e-05,5,1.14985086434289e-05
84634,"Kineosporia rhamnosa",5,1.1493407381526e-05,5,1.14985086434289e-05
901,"Desulfovibrio piger",5,1.1493407381526e-05,5,1.14985086434289e-05
411459,"Blautia obeum",5,1.1493407381526e-05,4.8,1.10376061875463e-05
392597,"Piscinibacter aquaticus",5,1.1493407381526e-05,5,1.14985086406382e-05
745368,"Gemmiger formicilis",5,1.1493407381526e-05,5,1.14985086434285e-05
1189613,"Staphylococcus massiliensis",5,1.1493407381526e-05,5,1.15986170875475e-05
586416,"Terribacillus aidingensis",5,1.1493407381526e-05,5,1.14985116731547e-05
586733,"Staphylococcus devriesei",5,1.1493407381526e-05,5.1,1.16836347172054e-05
154621,"Enterococcus phoeniculicola",5,1.1493407381526e-05,8.1,1.8548773448482e-05
39486,"Dorea formicigenerans",5,1.1493407381526e-05,5,1.14985086434289e-05
39488,"Anaerobutyricum hallii",5,1.1493407381526e-05,5,1.14985086434289e-05
2164149,"Tepidibaculum saccharolyticum",5,1.1493407381526e-05,5,1.14985086434289e-05
1665,"Arthrobacter globiformis",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1677,"Arthrobacter pascens",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1676,"Pseudarthrobacter polychromogenes",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1671,"Pseudarthrobacter oxydans",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1305,"Streptococcus sanguinis",4,9.19472590522077e-06,4.7,1.07301414119867e-05
121292,"Pseudarthrobacter sulfonivorans",4,9.19472590522077e-06,0.2,4.55857662568064e-07
294699,"Anoxybacillus amylolyticus",4,9.19472590522077e-06,4,9.19880691474316e-06
169679,"Clostridium saccharobutylicum",4,9.19472590522077e-06,4,9.19945133277999e-06
76726,"Pseudonocardia hydrocarbonoxydans",4,9.19472590522077e-06,3.9,9.01651764630422e-06
158897,"Pseudarthrobacter scleromae",4,9.19472590522077e-06,0.2,4.55857662568064e-07
470146,"Coprococcus comes",4,9.19472590522077e-06,4,9.19880691474316e-06
409290,"Arthrobacter oryzae",4,9.19472590522077e-06,0.2,4.55857662568064e-07
409291,"Arthrobacter humicola",4,9.19472590522077e-06,0.2,4.55857662568064e-07
410837,"Pseudarthrobacter defluvii",4,9.19472590522077e-06,0.2,4.55857662568064e-07
68043,"Streptomyces libani",4,9.19472590522077e-06,0.2,4.55857662568064e-07
472963,"Anaerobacillus alkalidiazotrophicus",4,9.19472590522077e-06,3.9,8.96067960246563e-06
291045,"Arthrobacter psychrochitiniphilus",4,9.19472590522077e-06,0.2,4.55857662568064e-07
748907,"Arthrobacter cryoconiti",4,9.19472590522077e-06,0.2,4.55857662568064e-07
861266,"Pseudarthrobacter siccitolerans",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1077285,"Bacteroides faecis",4,9.19472590522077e-06,2,4.53607555484797e-06
728066,"Pseudarthrobacter equi",4,9.19472590522077e-06,0.2,4.55857662568064e-07
656366,"Arthrobacter alpinus",4,9.19472590522077e-06,0.2,4.55857662568064e-07
670078,"Arthrobacter livingstonensis",4,9.19472590522077e-06,0.2,4.55857662568064e-07
670079,"Paeniglutamicibacter cryotolerans",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1236513,"Bacteroides faecichinchillae",4,9.19472590522077e-06,2,4.53607555484797e-06
515620,"Lachnospira eligens",4,9.19472590522077e-06,4,9.19880691474316e-06
930171,"Pseudarthrobacter phenanthrenivorans",4,9.19472590522077e-06,0.2,4.55857662568064e-07
1256908,"Eubacterium ramulus",4,9.19472590522077e-06,4,9.19880691474316e-06
1581172,"Arthrobacter pokkalii",4,9.19472590522077e-06,0.2,4.55857662568064e-07
2211210,"Arthrobacter dokdonellae",4,9.19472590522077e-06,0.2,4.55857662568064e-07
252231,"Nocardioides aestuarii",3,6.89604442891557e-06,3,6.89910518605737e-06
33932,"Sutcliffiella cohnii",3,6.89604442891557e-06,3.6,8.31248838723185e-06
44008,"Enterococcus cecorum",3,6.89604442891557e-06,2.8,6.49746765548934e-06
161360,"Planococcus antarcticus",3,6.89604442891557e-06,3,6.90033793179455e-06
181487,"Schaalia cardiffensis",3,6.89604442891557e-06,3,6.89959333454177e-06
52773,"Schaalia meyeri",3,6.89604442891557e-06,3,6.89971632876547e-06
74426,"Collinsella aerofaciens",3,6.89604442891557e-06,3,6.89910518605737e-06
1423790,"Lactobacillus pasteurii",3,6.89604442891557e-06,3.4,7.79794729767445e-06
1385369,"Skermanella stibiiresistens",3,6.89604442891557e-06,3,6.89910518605737e-06
64104,"Bacillus pseudomycoides",3,6.89604442891557e-06,3,6.8998972075863e-06
657309,"Bacteroides xylanisolvens",3,6.89604442891557e-06,2.9,6.66042099689186e-06
393310,"Skermanella aerolata",3,6.89604442891557e-06,3,6.89910518605737e-06
433663,"Nocardioides islandensis",3,6.89604442891557e-06,3,6.8991049180545e-06
576118,"Lacicoccus qingdaonensis",3,6.89604442891557e-06,2.9,6.71455774836171e-06
1359,"Lactococcus cremoris",3,6.89604442891557e-06,1,2.29970172868579e-06
1358,"Lactococcus lactis",3,6.89604442891557e-06,1,2.29970172868579e-06
643214,"Mammaliicoccus stepanovicii",3,6.89604442891557e-06,3,6.97647122013431e-06
137658,"Pseudomonas indica",3,6.89604442891557e-06,3,6.89965176046126e-06
225345,"Clostridium chromiireducens",3,6.89604442891557e-06,3,6.89950138401045e-06
1151742,"Lactococcus taiwanensis",3,6.89604442891557e-06,1,2.29970172868579e-06
2585118,"Alistipes communis",3,6.89604442891557e-06,3,6.89910518605737e-06
1155073,"Enterococcus diestrammenae",3,6.89604442891557e-06,3.3,7.6346408219554e-06
39484,"Agathobaculum desmolans",3,6.89604442891557e-06,3,6.89910518605737e-06
1707093,"Heyndrickxia camelliae",3,6.89604442891557e-06,3,6.94460165384249e-06
2026187,"Bacillus pacificus",3,6.89604442891557e-06,3,6.90115916429138e-06
57676,"Rhizobium mongolense",2,4.59736295261038e-06,0.7,1.51189725515904e-06
65505,"Virgisporangium ochraceum",2,4.59736295261038e-06,0.7,1.53272562217105e-06
175570,"Virgisporangium aurantiacum",2,4.59736295261038e-06,0.7,1.53272562217105e-06
53346,"Enterococcus mundtii",2,4.59736295261038e-06,2.4,5.46234186227164e-06
157838,"Heyndrickxia shackletonii",2,4.59736295261038e-06,2.3,5.19637531703714e-06
33039,"[Ruminococcus] torques",2,4.59736295261038e-06,2,4.59940345737158e-06
1285,"Staphylococcus intermedius",2,4.59736295261038e-06,2,4.67197630644576e-06
32040,"Paracidovorax konjaci",2,4.59736295261038e-06,2,4.58256784828043e-06
162292,"Phenylobacterium mobile",2,4.59736295261038e-06,2,4.59940345737158e-06
196914,"Actinoplanes friuliensis",2,4.59736295261038e-06,2.2,5.07737777313496e-06
649756,"Anaerostipes hadrus",2,4.59736295261038e-06,2,4.59940345737158e-06
903983,"Enterococcus quebecensis",2,4.59736295261038e-06,2.2,5.07371594373043e-06
489,"Neisseria polysaccharea",2,4.59736295261038e-06,2,4.59969412319167e-06
118060,"Enterococcus rotai",2,4.59736295261038e-06,2.4,5.62675957835727e-06
61013,"Rhizobium yanglingense",2,4.59736295261038e-06,0.7,1.51189725515904e-06
431061,"Roseateles aquatilis",2,4.59736295261038e-06,0.7,1.53313448579034e-06
456876,"Streptococcus plurextorum",2,4.59736295261038e-06,2,4.62361781288445e-06
65048,"Roseateles chitosanitabidus",2,4.59736295261038e-06,0.7,1.53313448579034e-06
491919,"Brachymonas chironomi",2,4.59736295261038e-06,0.3,6.10018066012069e-07
83,"Hyphomicrobium vulgare",2,4.59736295261038e-06,1,2.29970172868579e-06
40545,"Sutterella wadsworthensis",2,4.59736295261038e-06,2,4.59940345737158e-06
871664,"Blautia stercoris",2,4.59736295261038e-06,2.2,5.06030591325426e-06
1121364,"Corynebacterium massiliense",2,4.59736295261038e-06,2,4.59940345737158e-06
511108,"Ottowia pentelensis",2,4.59736295261038e-06,0.3,6.10018066012069e-07
212765,"Mycolicibacterium madagascariense",2,4.59736295261038e-06,2,4.59937040956793e-06
198483,"Macrococcus brunensis",2,4.59736295261038e-06,1.7,3.92828705451805e-06
497964,"Chthoniobacter flavus",2,4.59736295261038e-06,2,4.59940345737158e-06
269666,"Streptococcus marimammalium",2,4.59736295261038e-06,2,4.59940368098555e-06
164759,"Diaphorobacter nitroreducens",2,4.59736295261038e-06,0.3,6.10018066012069e-07
53398,"Hyphomicrobium aestuarii",2,4.59736295261038e-06,1,2.29970172868579e-06
1120926,"Acinetobacter gerneri",2,4.59736295261038e-06,2,4.59961716372946e-06
1349822,"Coprobacter fastidiosus",2,4.59736295261038e-06,2,4.59940345737158e-06
1111760,"Streptococcus troglodytae",2,4.59736295261038e-06,2,4.59966691756497e-06
1136135,"Rhizobium azibense",2,4.59736295261038e-06,0.7,1.51189725515904e-06
1082851,"Comamonas serinivorans",2,4.59736295261038e-06,0.3,6.10018066012069e-07
1235591,"Pseudorhodoplanes sinuspersici",2,4.59736295261038e-06,2,4.59940345737158e-06
1387849,"Comamonas faecalis",2,4.59736295261038e-06,0.3,6.10018066012069e-07
1458337,"Stenotrophobacter terrae",2,4.59736295261038e-06,2,4.59940345737158e-06
1207057,"Ottowia beijingensis",2,4.59736295261038e-06,0.3,6.10018066012069e-07
1335047,"Ottowia shaoguanensis",2,4.59736295261038e-06,0.3,6.10018066012069e-07
2897707,"Merdimmobilis hominis",2,4.59736295261038e-06,2,4.59940345737158e-06
1564162,"Blastococcus colisei",2,4.59736295261038e-06,1,2.29969407109389e-06
1776391,"Romboutsia timonensis",2,4.59736295261038e-06,2,4.59940345737158e-06
1769250,"Roseateles oligotrophus",2,4.59736295261038e-06,0.7,1.53313448579034e-06
1542737,"Nocardioides marmorisolisilvae",2,4.59736295261038e-06,1.3,3.09368437680839e-06
1938555,"Virgisporangium myanmarense",2,4.59736295261038e-06,0.7,1.53272562217105e-06
1848460,"Planococcus salinus",2,4.59736295261038e-06,2,4.68070793134587e-06
1720203,"Butyricimonas phoceensis",2,4.59736295261038e-06,1.7,3.81538825903871e-06
2259033,"Blastococcus deserti",2,4.59736295261038e-06,1,2.29969407109389e-06
2675101,"Noviluteimonas caseinilytica",2,4.59736295261038e-06,2,4.59940340953749e-06
71452,"Enterococcus raffinosus",1,2.29868147630519e-06,1.1,2.48110748953798e-06
29384,"Staphylococcus kloosii",1,2.29868147630519e-06,1,2.33029755720521e-06
84724,"Lentzea waywayandensis",1,2.29868147630519e-06,0.2,3.55198209423387e-07
86664,"Priestia flexa",1,2.29868147630519e-06,0.2,4.59940345737158e-07
1948,"Streptomyces longisporus",1,2.29868147630519e-06,0.1,2.18394949908773e-07
44007,"Enterococcus pseudoavium",1,2.29868147630519e-06,1.2,2.67592752021817e-06
100225,"Austwickia chelonae",1,2.29868147630519e-06,1,2.29970172868579e-06
29409,"Rhodoplanes roseus",1,2.29868147630519e-06,0.5,1.14985086434289e-06
53345,"Enterococcus durans",1,2.29868147630519e-06,1.2,2.70091388060844e-06
70258,"Staphylococcus piscifermentans",1,2.29868147630519e-06,1,2.3814062892247e-06
109465,"Nocardioides pyridinolyticus",1,2.29868147630519e-06,1,2.29762318623982e-06
214856,"Alistipes finegoldii",1,2.29868147630519e-06,1.1,2.5985441285609e-06
332999,"Pedobacter suwonensis",1,2.29868147630519e-06,0.1,1.33491600609887e-07
280093,"Flavobacterium granuli",1,2.29868147630519e-06,0.1,2.16389149835262e-07
43767,"Prescottella equi",1,2.29868147630519e-06,0.3,5.84442301946554e-07
317010,"Enterococcus canintestini",1,2.29868147630519e-06,1,2.36372198829572e-06
47760,"Streptomyces aurantiacus",1,2.29868147630519e-06,0.1,1.49485496837399e-07
947013,"Chryseolinea serpens",1,2.29868147630519e-06,0.5,1.14985086434289e-06
1404,"Priestia megaterium",1,2.29868147630519e-06,0.2,4.59940345737158e-07
947309,"Pedobacter jeongneungensis",1,2.29868147630519e-06,0.1,1.33491600609887e-07
356658,"Peribacillus kribbensis",1,2.29868147630519e-06,1,2.29970175298862e-06
549,"Pantoea agglomerans",1,2.29868147630519e-06,1.3,3.07232120374016e-06
300419,"Catellicoccus marimammalium",1,2.29868147630519e-06,1,2.29970173204619e-06
291644,"Bacteroides salyersiae",1,2.29868147630519e-06,1.2,2.75962334918537e-06
318434,"Terrabacter terrae",1,2.29868147630519e-06,0.1,3.00929328501232e-07
319939,"Metapseudomonas otitidis",1,2.29868147630519e-06,1,2.29980682290464e-06
354197,"Arenimonas malthae",1,2.29868147630519e-06,0.2,5.74925432171447e-07
363630,"Nakamurella flavida",1,2.29868147630519e-06,1,2.29952077128518e-06
214095,"Enterococcus canis",1,2.29868147630519e-06,1.4,3.15580320820088e-06
69968,"Macrococcus bovicus",1,2.29868147630519e-06,1.7,3.92820215714431e-06
60443,"Terrabacter tumescens",1,2.29868147630519e-06,0.1,3.00929328501232e-07
370777,"Arenimonas daejeonensis",1,2.29868147630519e-06,0.2,5.74925432171447e-07
1397,"Niallia circulans",1,2.29868147630519e-06,0.5,1.14985086434289e-06
248902,"Agromyces ulmi",1,2.29868147630519e-06,1,2.29250315267606e-06
386300,"Flavobacterium glaciei",1,2.29868147630519e-06,0.1,2.16389149835262e-07
390841,"Lentilactobacillus farraginis",1,2.29868147630519e-06,1,2.29970147288075e-06
239935,"Akkermansia muciniphila",1,2.29868147630519e-06,1,2.29970172868579e-06
353156,"Pedobacter sandarakinus",1,2.29868147630519e-06,0.1,1.33491600609887e-07
52259,"Streptomyces humidus",1,2.29868147630519e-06,0.1,1.49485496837399e-07
380628,"Agrilutibacter niabensis",1,2.29868147630519e-06,0.2,4.35581852060686e-07
405671,"Pedobacter terrae",1,2.29868147630519e-06,0.1,1.33491600609887e-07
402734,"Flavobacterium terrigena",1,2.29868147630519e-06,1,2.29970172868579e-06
1116389,"Devosia insulae",1,2.29868147630519e-06,0.5,1.1403478092125e-06
68264,"Streptomyces rishiriensis",1,2.29868147630519e-06,0.1,1.49485496837399e-07
68274,"Streptomyces tauricus",1,2.29868147630519e-06,0.1,1.49485496837399e-07
390242,"Pedobacter soli",1,2.29868147630519e-06,0.1,1.33491600609887e-07
404875,"Pararhodobacter aggregans",1,2.29868147630519e-06,1,2.29970223704767e-06
411577,"Anaerococcus murdochii",1,2.29868147630519e-06,0.5,1.1450034363963e-06
434347,"Kribbella hippodromi",1,2.29868147630519e-06,0.1,1.84365738555127e-07
431677,"Rhizobacter dauci",1,2.29868147630519e-06,0.5,1.12630663877607e-06
419476,"Nocardioides marinisabuli",1,2.29868147630519e-06,0.3,6.96893273762606e-07
436231,"Terrabacter lapilli",1,2.29868147630519e-06,0.1,3.00929328501232e-07
450734,"Nocardioides dokdonensis",1,2.29868147630519e-06,0.3,6.96893273762606e-07
1149865,"Pedobacter agri",1,2.29868147630519e-06,0.1,1.33491600609887e-07
490575,"Terrabacter ginsenosidimutans",1,2.29868147630519e-06,0.1,3.00929328501232e-07
200615,"Rhodoplanes serenus",1,2.29868147630519e-06,0.5,1.14985086434289e-06
1358420,"Priestia aryabhattai",1,2.29868147630519e-06,0.2,4.59940345737158e-07
453783,"Lysobacter soli",1,2.29868147630519e-06,1,2.2895017240522e-06
748909,"Nocardioides alpinus",1,2.29868147630519e-06,0.5,1.14808910183032e-06
715784,"Nocardioides iriomotensis",1,2.29868147630519e-06,1.3,2.97019178417346e-06
111105,"Porphyromonas gulae",1,2.29868147630519e-06,1,2.29981842215855e-06
324851,"Kribbella karoonensis",1,2.29868147630519e-06,0.1,1.84365738555127e-07
732238,"Povalibacter uvarum",1,2.29868147630519e-06,1,2.29970172868579e-06
29367,"Clostridium puniceum",1,2.29868147630519e-06,1,2.29976901065968e-06
115979,"Niallia nealsonii",1,2.29868147630519e-06,0.5,1.14985086434289e-06
544645,"Butyricimonas virosa",1,2.29868147630519e-06,1,2.29970172868579e-06
475254,"Pedobacter borealis",1,2.29868147630519e-06,0.1,1.33491600609887e-07
475253,"Pedobacter alluvionis",1,2.29868147630519e-06,0.1,1.33491600609887e-07
574718,"Terrabacter terrigena",1,2.29868147630519e-06,0.1,3.00929328501232e-07
935616,"Halalkalibacter alkalisediminis",1,2.29868147630519e-06,1.1,2.4379286102531e-06
445629,"Cereibacter johrii",1,2.29868147630519e-06,1,2.29983604222846e-06
498055,"Arenimonas oryziterrae",1,2.29868147630519e-06,1,2.27901132664499e-06
529731,"Listeria marthii",1,2.29868147630519e-06,1.1,2.46567874162426e-06
67298,"Streptomyces flavidovirens",1,2.29868147630519e-06,0.1,2.18394949908773e-07
619730,"Terrabacter carboxydivorans",1,2.29868147630519e-06,0.1,3.00929328501232e-07
653931,"Sphingomonas alpina",1,2.29868147630519e-06,0.3,7.66567242895263e-07
687842,"Pedobacter ginsenosidimutans",1,2.29868147630519e-06,0.1,1.33491600609887e-07
236067,"Kribbella solani",1,2.29868147630519e-06,0.1,1.84365738555127e-07
236068,"Kribbella jejuensis",1,2.29868147630519e-06,0.1,1.84365738555127e-07
200379,"Lentzea flaviverrucosa",1,2.29868147630519e-06,0.2,3.55198209423387e-07
296052,"Terrimonas lutea",1,2.29868147630519e-06,1,2.29940495120637e-06
338188,"Bacteroides finegoldii",1,2.29868147630519e-06,1.1,2.42062996817346e-06
349316,"Luedemannella flava",1,2.29868147630519e-06,1,2.29970172868579e-06
363852,"Pedobacter ginsengisoli",1,2.29868147630519e-06,0.5,1.14985086434289e-06
363863,"Microlunatus ginsengisoli",1,2.29868147630519e-06,1,2.29970172868579e-06
336820,"Pedobacter roseus",1,2.29868147630519e-06,0.1,1.33491600609887e-07
301154,"Sphingomonas oligophenolica",1,2.29868147630519e-06,0.3,7.66567242895263e-07
263476,"Viridibacillus arenosi",1,2.29868147630519e-06,1,2.3018929044661e-06
1219033,"Novosphingobium lentum",1,2.29868147630519e-06,1,2.26361239640755e-06
367279,"Pseudonocardia ailaonensis",1,2.29868147630519e-06,0.5,1.23038254392946e-06
247486,"Curvibacter fontanus",1,2.29868147630519e-06,1,2.2996291698919e-06
1230389,"Reyranella soli",1,2.29868147630519e-06,1,2.29970172868579e-06
1226983,"Priestia qingshengii",1,2.29868147630519e-06,0.2,4.59940345737158e-07
1211813,"Alistipes ihumii",1,2.29868147630519e-06,1,2.29970172868579e-06
1105143,"Kribbella shirazensis",1,2.29868147630519e-06,0.1,1.84365738555127e-07
59803,"Sphingomonas echinoides",1,2.29868147630519e-06,0.3,7.66567242895263e-07
266061,"Pseudoxanthomonas koreensis",1,2.29868147630519e-06,0.2,5.74925432171447e-07
1114873,"Flavobacterium tructae",1,2.29868147630519e-06,0.1,2.16389149835262e-07
1150157,"Bacillus bingmayongensis",1,2.29868147630519e-06,1,2.29978171972759e-06
1124743,"Kribbella soli",1,2.29868147630519e-06,0.1,1.84365738555127e-07
1045774,"Nocardioides lianchengensis",1,2.29868147630519e-06,0.3,6.96893273762606e-07
1077675,"Enterococcus plantarum",1,2.29868147630519e-06,1.1,2.44003331940198e-06
1035707,"Pseudoduganella namucuonensis",1,2.29868147630519e-06,0.1,2.94020628845877e-07
1069985,"Pedobacter kyungheensis",1,2.29868147630519e-06,0.1,1.33491600609887e-07
946333,"Piscinibacter gummiphilus",1,2.29868147630519e-06,0.5,1.12630663877607e-06
1464070,"Streptomyces graminilatus",1,2.29868147630519e-06,0.1,1.49485496837399e-07
708132,"Oligoflexus tunisiensis",1,2.29868147630519e-06,1,2.29970172868579e-06
