"Species","name","prop","pipeline"
"Incorrect Call","Koz121205_A",0.0906765868402697,"QIIME2"
"Incorrect Call","Koz121205_B",0.0734982332155477,"QIIME2"
"Incorrect Call","Koz121205_C",0.111716621253406,"QIIME2"
"Incorrect Call","Koz121207_A",0.0756626506024096,"QIIME2"
"Incorrect Call","Koz121207_B",0.0732044198895028,"QIIME2"
"Incorrect Call","Koz121207_C",0.0775193798449612,"QIIME2"
"Incorrect Call","Koz130125_A",0.0872708269825371,"QIIME2"
"Incorrect Call","Koz130125_B",0.0775337587179107,"QIIME2"
"Incorrect Call","Koz130125_C",0.0965124309392265,"QIIME2"
"Incorrect Call","Koz130211_A",0.0811654208180789,"QIIME2"
"Incorrect Call","Koz130211_B",0.08669319649527,"QIIME2"
"Incorrect Call","Koz130211_C",0.0920941394638523,"QIIME2"
"Incorrect Call","Koz130220_A",0.0874035989717224,"QIIME2"
"Incorrect Call","Koz130220_B",0.0838793752179579,"QIIME2"
"Incorrect Call","Koz130220_C",0.0905335835389506,"QIIME2"
"Incorrect Call","Koz130306_A",0.0809029932334604,"QIIME2"
"Incorrect Call","Koz130306_B",0.0881150148130646,"QIIME2"
"Incorrect Call","Koz130306_C",0.100207740109959,"QIIME2"
"Incorrect Call","Koz130401_A",0.0842501726602528,"QIIME2"
"Incorrect Call","Koz130401_B",0.0764590107821325,"QIIME2"
"Incorrect Call","Koz130401_C",0.0893458372766641,"QIIME2"
"Incorrect Call","Koz130403_A",0.0995915063438877,"QIIME2"
"Incorrect Call","Koz130403_B",0.094458778437333,"QIIME2"
"Incorrect Call","Koz130403_C",0.10344340039471,"QIIME2"
"Incorrect Call","Koz130417_A",0.078974756421612,"QIIME2"
"Incorrect Call","Koz130417_B",0.0823861202812317,"QIIME2"
"Incorrect Call","Koz130417_C",0.0896149699964482,"QIIME2"
"Incorrect Call","Koz130422_A",0.10176845703767,"QIIME2"
"Incorrect Call","Koz130422_B",0.0981918208958482,"QIIME2"
"Incorrect Call","Koz130422_C",0.110212750394466,"QIIME2"
"Acinetobacter baumannii","Koz121203_A",0,"QIIME2"
"Acinetobacter baumannii","Koz121203_B",0,"QIIME2"
"Acinetobacter baumannii","Koz121203_C",0,"QIIME2"
"Acinetobacter baumannii","Koz121205_A",0,"QIIME2"
"Acinetobacter baumannii","Koz121205_B",0,"QIIME2"
"Acinetobacter baumannii","Koz121205_C",0,"QIIME2"
"Acinetobacter baumannii","Koz121207_A",0,"QIIME2"
"Acinetobacter baumannii","Koz121207_B",0,"QIIME2"
"Acinetobacter baumannii","Koz121207_C",0,"QIIME2"
"Acinetobacter baumannii","Koz130125_A",0.00230806079345033,"QIIME2"
"Acinetobacter baumannii","Koz130125_B",0.00230004451699065,"QIIME2"
"Acinetobacter baumannii","Koz130125_C",0.00422997237569061,"QIIME2"
"Acinetobacter baumannii","Koz130211_A",0.00276364229698447,"QIIME2"
"Acinetobacter baumannii","Koz130211_B",0.0025657136872971,"QIIME2"
"Acinetobacter baumannii","Koz130211_C",0.00359977092366849,"QIIME2"
"Acinetobacter baumannii","Koz130220_A",0.00349057495040102,"QIIME2"
"Acinetobacter baumannii","Koz130220_B",0.00360662959088156,"QIIME2"
"Acinetobacter baumannii","Koz130220_C",0.00554209089466745,"QIIME2"
"Acinetobacter baumannii","Koz130306_A",0.00839169104393818,"QIIME2"
"Acinetobacter baumannii","Koz130306_B",0.00532543303222523,"QIIME2"
"Acinetobacter baumannii","Koz130306_C",0.0071276348072136,"QIIME2"
"Acinetobacter baumannii","Koz130401_A",0.00129294421869228,"QIIME2"
"Acinetobacter baumannii","Koz130401_B",0.00120871127845285,"QIIME2"
"Acinetobacter baumannii","Koz130401_C",0.000894777596145573,"QIIME2"
"Acinetobacter baumannii","Koz130403_A",0.000814163623357554,"QIIME2"
"Acinetobacter baumannii","Koz130403_B",0.000597622153393517,"QIIME2"
"Acinetobacter baumannii","Koz130403_C",0.000715779551680462,"QIIME2"
"Acinetobacter baumannii","Koz130417_A",0.000608945969884854,"QIIME2"
"Acinetobacter baumannii","Koz130417_B",0.000382179874934931,"QIIME2"
"Acinetobacter baumannii","Koz130417_C",0.000405032371433378,"QIIME2"
"Acinetobacter baumannii","Koz130422_A",0.000704377471190961,"QIIME2"
"Acinetobacter baumannii","Koz130422_B",0.000382048105314289,"QIIME2"
"Acinetobacter baumannii","Koz130422_C",0.000632190514007461,"QIIME2"
"Schaalia odontolytica","Koz121203_A",0,"QIIME2"
"Schaalia odontolytica","Koz121203_B",0,"QIIME2"
"Schaalia odontolytica","Koz121203_C",0,"QIIME2"
"Schaalia odontolytica","Koz121205_A",0.00139502441292723,"QIIME2"
"Schaalia odontolytica","Koz121205_B",0,"QIIME2"
"Schaalia odontolytica","Koz121205_C",0,"QIIME2"
"Schaalia odontolytica","Koz121207_A",0.00144578313253012,"QIIME2"
"Schaalia odontolytica","Koz121207_B",0,"QIIME2"
"Schaalia odontolytica","Koz121207_C",0,"QIIME2"
"Schaalia odontolytica","Koz130125_A",0.0161128772372948,"QIIME2"
"Schaalia odontolytica","Koz130125_B",0.0168422614631251,"QIIME2"
"Schaalia odontolytica","Koz130125_C",0.0151933701657459,"QIIME2"
"Schaalia odontolytica","Koz130211_A",0.00828072894889811,"QIIME2"
"Schaalia odontolytica","Koz130211_B",0.0104024854260481,"QIIME2"
"Schaalia odontolytica","Koz130211_C",0.00725408383102893,"QIIME2"
"Schaalia odontolytica","Koz130220_A",0.00147180938079587,"QIIME2"
"Schaalia odontolytica","Koz130220_B",0.00181708055723804,"QIIME2"
"Schaalia odontolytica","Koz130220_C",0.000858942024148854,"QIIME2"
"Schaalia odontolytica","Koz130306_A",0.00197972992937978,"QIIME2"
"Schaalia odontolytica","Koz130306_B",0.00259910212835566,"QIIME2"
"Schaalia odontolytica","Koz130306_C",0.000152223356435466,"QIIME2"
"Schaalia odontolytica","Koz130401_A",0.000513965403703763,"QIIME2"
"Schaalia odontolytica","Koz130401_B",0,"QIIME2"
"Schaalia odontolytica","Koz130401_C",0,"QIIME2"
"Schaalia odontolytica","Koz130403_A",0.00300252249538797,"QIIME2"
"Schaalia odontolytica","Koz130403_B",0.00447641978359182,"QIIME2"
"Schaalia odontolytica","Koz130403_C",0.00139915755986922,"QIIME2"
"Schaalia odontolytica","Koz130417_A",7.75022143489814e-05,"QIIME2"
"Schaalia odontolytica","Koz130417_B",0.000118607547393599,"QIIME2"
"Schaalia odontolytica","Koz130417_C",0,"QIIME2"
"Schaalia odontolytica","Koz130422_A",0.00342797035979601,"QIIME2"
"Schaalia odontolytica","Koz130422_B",0.00455183028331596,"QIIME2"
"Schaalia odontolytica","Koz130422_C",0.00219176793905892,"QIIME2"
"Bacillus cereus","Koz121203_A",0,"QIIME2"
"Bacillus cereus","Koz121203_B",0,"QIIME2"
"Bacillus cereus","Koz121203_C",0,"QIIME2"
"Bacillus cereus","Koz121205_A",0,"QIIME2"
"Bacillus cereus","Koz121205_B",0,"QIIME2"
"Bacillus cereus","Koz121205_C",0,"QIIME2"
"Bacillus cereus","Koz121207_A",0,"QIIME2"
"Bacillus cereus","Koz121207_B",0,"QIIME2"
"Bacillus cereus","Koz121207_C",0,"QIIME2"
"Bacillus cereus","Koz130125_A",0,"QIIME2"
"Bacillus cereus","Koz130125_B",0,"QIIME2"
"Bacillus cereus","Koz130125_C",0,"QIIME2"
"Bacillus cereus","Koz130211_A",0,"QIIME2"
"Bacillus cereus","Koz130211_B",0,"QIIME2"
"Bacillus cereus","Koz130211_C",0,"QIIME2"
"Bacillus cereus","Koz130220_A",0,"QIIME2"
"Bacillus cereus","Koz130220_B",0,"QIIME2"
"Bacillus cereus","Koz130220_C",0,"QIIME2"
"Bacillus cereus","Koz130306_A",0,"QIIME2"
"Bacillus cereus","Koz130306_B",0,"QIIME2"
"Bacillus cereus","Koz130306_C",0,"QIIME2"
"Bacillus cereus","Koz130401_A",0,"QIIME2"
"Bacillus cereus","Koz130401_B",0,"QIIME2"
"Bacillus cereus","Koz130401_C",0,"QIIME2"
"Bacillus cereus","Koz130403_A",0,"QIIME2"
"Bacillus cereus","Koz130403_B",0,"QIIME2"
"Bacillus cereus","Koz130403_C",0,"QIIME2"
"Bacillus cereus","Koz130417_A",0,"QIIME2"
"Bacillus cereus","Koz130417_B",0,"QIIME2"
"Bacillus cereus","Koz130417_C",0,"QIIME2"
"Bacillus cereus","Koz130422_A",0,"QIIME2"
"Bacillus cereus","Koz130422_B",0,"QIIME2"
"Bacillus cereus","Koz130422_C",0,"QIIME2"
"Phocaeicola vulgatus","Koz121203_A",0,"QIIME2"
"Phocaeicola vulgatus","Koz121203_B",0,"QIIME2"
"Phocaeicola vulgatus","Koz121203_C",0,"QIIME2"
"Phocaeicola vulgatus","Koz121205_A",0.00162752848174843,"QIIME2"
"Phocaeicola vulgatus","Koz121205_B",0.00212014134275618,"QIIME2"
"Phocaeicola vulgatus","Koz121205_C",0,"QIIME2"
"Phocaeicola vulgatus","Koz121207_A",0,"QIIME2"
"Phocaeicola vulgatus","Koz121207_B",0,"QIIME2"
"Phocaeicola vulgatus","Koz121207_C",0,"QIIME2"
"Phocaeicola vulgatus","Koz130125_A",0.0382354222009319,"QIIME2"
"Phocaeicola vulgatus","Koz130125_B",0.0456299154177178,"QIIME2"
"Phocaeicola vulgatus","Koz130125_C",0.0400984116022099,"QIIME2"
"Phocaeicola vulgatus","Koz130211_A",0.0422704698191905,"QIIME2"
"Phocaeicola vulgatus","Koz130211_B",0.052745488183754,"QIIME2"
"Phocaeicola vulgatus","Koz130211_C",0.0430336251329461,"QIIME2"
"Phocaeicola vulgatus","Koz130220_A",0.0282676903034612,"QIIME2"
"Phocaeicola vulgatus","Koz130220_B",0.03761723840464,"QIIME2"
"Phocaeicola vulgatus","Koz130220_C",0.028673344895313,"QIIME2"
"Phocaeicola vulgatus","Koz130306_A",0.0329905741216795,"QIIME2"
"Phocaeicola vulgatus","Koz130306_B",0.0441483851033279,"QIIME2"
"Phocaeicola vulgatus","Koz130306_C",0.0215888536685829,"QIIME2"
"Phocaeicola vulgatus","Koz130401_A",0.00241724353929426,"QIIME2"
"Phocaeicola vulgatus","Koz130401_B",0.00364752695533117,"QIIME2"
"Phocaeicola vulgatus","Koz130401_C",0.00609710631219708,"QIIME2"
"Phocaeicola vulgatus","Koz130403_A",0.0309382176875871,"QIIME2"
"Phocaeicola vulgatus","Koz130403_B",0.0485223217620659,"QIIME2"
"Phocaeicola vulgatus","Koz130403_C",0.0198916021090459,"QIIME2"
"Phocaeicola vulgatus","Koz130417_A",0.0377546501328609,"QIIME2"
"Phocaeicola vulgatus","Koz130417_B",0.0565230856412385,"QIIME2"
"Phocaeicola vulgatus","Koz130417_C",0.023681931194347,"QIIME2"
"Phocaeicola vulgatus","Koz130422_A",0.0427744959005231,"QIIME2"
"Phocaeicola vulgatus","Koz130422_B",0.0600252151749507,"QIIME2"
"Phocaeicola vulgatus","Koz130422_C",0.0292793028140315,"QIIME2"
"Clostridium beijerinckii","Koz121203_A",0,"QIIME2"
"Clostridium beijerinckii","Koz121203_B",0,"QIIME2"
"Clostridium beijerinckii","Koz121203_C",0,"QIIME2"
"Clostridium beijerinckii","Koz121205_A",0,"QIIME2"
"Clostridium beijerinckii","Koz121205_B",0,"QIIME2"
"Clostridium beijerinckii","Koz121205_C",0,"QIIME2"
"Clostridium beijerinckii","Koz121207_A",0,"QIIME2"
"Clostridium beijerinckii","Koz121207_B",0,"QIIME2"
"Clostridium beijerinckii","Koz121207_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130125_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130125_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130125_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130211_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130211_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130211_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130220_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130220_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130220_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130306_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130306_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130306_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130401_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130401_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130401_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130403_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130403_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130403_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130417_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130417_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130417_C",0,"QIIME2"
"Clostridium beijerinckii","Koz130422_A",0,"QIIME2"
"Clostridium beijerinckii","Koz130422_B",0,"QIIME2"
"Clostridium beijerinckii","Koz130422_C",0,"QIIME2"
"Deinococcus radiodurans","Koz121203_A",0,"QIIME2"
"Deinococcus radiodurans","Koz121203_B",0,"QIIME2"
"Deinococcus radiodurans","Koz121203_C",0,"QIIME2"
"Deinococcus radiodurans","Koz121205_A",0.0416182283189956,"QIIME2"
"Deinococcus radiodurans","Koz121205_B",0.0367491166077739,"QIIME2"
"Deinococcus radiodurans","Koz121205_C",0.0517711171662125,"QIIME2"
"Deinococcus radiodurans","Koz121207_A",0.0197590361445783,"QIIME2"
"Deinococcus radiodurans","Koz121207_B",0.0248618784530387,"QIIME2"
"Deinococcus radiodurans","Koz121207_C",0,"QIIME2"
"Deinococcus radiodurans","Koz130125_A",0.0593999041937029,"QIIME2"
"Deinococcus radiodurans","Koz130125_B",0.062620566849681,"QIIME2"
"Deinococcus radiodurans","Koz130125_C",0.0771754143646409,"QIIME2"
"Deinococcus radiodurans","Koz130211_A",0.0683466076545753,"QIIME2"
"Deinococcus radiodurans","Koz130211_B",0.0725032289594024,"QIIME2"
"Deinococcus radiodurans","Koz130211_C",0.0843355422836728,"QIIME2"
"Deinococcus radiodurans","Koz130220_A",0.0677977057674044,"QIIME2"
"Deinococcus radiodurans","Koz130220_B",0.0753537800781895,"QIIME2"
"Deinococcus radiodurans","Koz130220_C",0.0901177899476428,"QIIME2"
"Deinococcus radiodurans","Koz130306_A",0.0569689448334958,"QIIME2"
"Deinococcus radiodurans","Koz130306_B",0.0651593086024828,"QIIME2"
"Deinococcus radiodurans","Koz130306_C",0.0744551299271119,"QIIME2"
"Deinococcus radiodurans","Koz130401_A",0.0677390340662694,"QIIME2"
"Deinococcus radiodurans","Koz130401_B",0.0726082491870614,"QIIME2"
"Deinococcus radiodurans","Koz130401_C",0.0987696808052998,"QIIME2"
"Deinococcus radiodurans","Koz130403_A",0.065278980460073,"QIIME2"
"Deinococcus radiodurans","Koz130403_B",0.0696229808703447,"QIIME2"
"Deinococcus radiodurans","Koz130403_C",0.0957583433974491,"QIIME2"
"Deinococcus radiodurans","Koz130417_A",0.0801428255093003,"QIIME2"
"Deinococcus radiodurans","Koz130417_B",0.0909126850771937,"QIIME2"
"Deinococcus radiodurans","Koz130417_C",0.0960113658314691,"QIIME2"
"Deinococcus radiodurans","Koz130422_A",0.0740018971233224,"QIIME2"
"Deinococcus radiodurans","Koz130422_B",0.0832428243179077,"QIIME2"
"Deinococcus radiodurans","Koz130422_C",0.0913567539890699,"QIIME2"
"Enterococcus faecalis","Koz121203_A",0,"QIIME2"
"Enterococcus faecalis","Koz121203_B",0,"QIIME2"
"Enterococcus faecalis","Koz121203_C",0,"QIIME2"
"Enterococcus faecalis","Koz121205_A",0,"QIIME2"
"Enterococcus faecalis","Koz121205_B",0,"QIIME2"
"Enterococcus faecalis","Koz121205_C",0,"QIIME2"
"Enterococcus faecalis","Koz121207_A",0,"QIIME2"
"Enterococcus faecalis","Koz121207_B",0,"QIIME2"
"Enterococcus faecalis","Koz121207_C",0,"QIIME2"
"Enterococcus faecalis","Koz130125_A",0,"QIIME2"
"Enterococcus faecalis","Koz130125_B",0,"QIIME2"
"Enterococcus faecalis","Koz130125_C",0,"QIIME2"
"Enterococcus faecalis","Koz130211_A",0,"QIIME2"
"Enterococcus faecalis","Koz130211_B",0,"QIIME2"
"Enterococcus faecalis","Koz130211_C",0,"QIIME2"
"Enterococcus faecalis","Koz130220_A",0,"QIIME2"
"Enterococcus faecalis","Koz130220_B",0,"QIIME2"
"Enterococcus faecalis","Koz130220_C",0,"QIIME2"
"Enterococcus faecalis","Koz130306_A",0,"QIIME2"
"Enterococcus faecalis","Koz130306_B",0,"QIIME2"
"Enterococcus faecalis","Koz130306_C",0,"QIIME2"
"Enterococcus faecalis","Koz130401_A",0,"QIIME2"
"Enterococcus faecalis","Koz130401_B",0,"QIIME2"
"Enterococcus faecalis","Koz130401_C",0,"QIIME2"
"Enterococcus faecalis","Koz130403_A",0,"QIIME2"
"Enterococcus faecalis","Koz130403_B",0,"QIIME2"
"Enterococcus faecalis","Koz130403_C",0,"QIIME2"
"Enterococcus faecalis","Koz130417_A",0,"QIIME2"
"Enterococcus faecalis","Koz130417_B",0,"QIIME2"
"Enterococcus faecalis","Koz130417_C",0,"QIIME2"
"Enterococcus faecalis","Koz130422_A",0,"QIIME2"
"Enterococcus faecalis","Koz130422_B",0,"QIIME2"
"Enterococcus faecalis","Koz130422_C",0,"QIIME2"
"Escherichia coli","Koz121203_A",0,"QIIME2"
"Escherichia coli","Koz121203_B",0,"QIIME2"
"Escherichia coli","Koz121203_C",0,"QIIME2"
"Escherichia coli","Koz121205_A",0,"QIIME2"
"Escherichia coli","Koz121205_B",0,"QIIME2"
"Escherichia coli","Koz121205_C",0,"QIIME2"
"Escherichia coli","Koz121207_A",0,"QIIME2"
"Escherichia coli","Koz121207_B",0,"QIIME2"
"Escherichia coli","Koz121207_C",0,"QIIME2"
"Escherichia coli","Koz130125_A",0,"QIIME2"
"Escherichia coli","Koz130125_B",0,"QIIME2"
"Escherichia coli","Koz130125_C",0,"QIIME2"
"Escherichia coli","Koz130211_A",0,"QIIME2"
"Escherichia coli","Koz130211_B",0,"QIIME2"
"Escherichia coli","Koz130211_C",0,"QIIME2"
"Escherichia coli","Koz130220_A",0,"QIIME2"
"Escherichia coli","Koz130220_B",0,"QIIME2"
"Escherichia coli","Koz130220_C",0,"QIIME2"
"Escherichia coli","Koz130306_A",0,"QIIME2"
"Escherichia coli","Koz130306_B",0,"QIIME2"
"Escherichia coli","Koz130306_C",0,"QIIME2"
"Escherichia coli","Koz130401_A",0,"QIIME2"
"Escherichia coli","Koz130401_B",0,"QIIME2"
"Escherichia coli","Koz130401_C",0,"QIIME2"
"Escherichia coli","Koz130403_A",0,"QIIME2"
"Escherichia coli","Koz130403_B",0,"QIIME2"
"Escherichia coli","Koz130403_C",0,"QIIME2"
"Escherichia coli","Koz130417_A",0,"QIIME2"
"Escherichia coli","Koz130417_B",0,"QIIME2"
"Escherichia coli","Koz130417_C",0,"QIIME2"
"Escherichia coli","Koz130422_A",0,"QIIME2"
"Escherichia coli","Koz130422_B",0,"QIIME2"
"Escherichia coli","Koz130422_C",0,"QIIME2"
"Helicobacter pylori","Koz121203_A",0,"QIIME2"
"Helicobacter pylori","Koz121203_B",0,"QIIME2"
"Helicobacter pylori","Koz121203_C",0,"QIIME2"
"Helicobacter pylori","Koz121205_A",0.00860265054638456,"QIIME2"
"Helicobacter pylori","Koz121205_B",0.00848056537102473,"QIIME2"
"Helicobacter pylori","Koz121205_C",0,"QIIME2"
"Helicobacter pylori","Koz121207_A",0.00192771084337349,"QIIME2"
"Helicobacter pylori","Koz121207_B",0,"QIIME2"
"Helicobacter pylori","Koz121207_C",0,"QIIME2"
"Helicobacter pylori","Koz130125_A",0.0406305796280974,"QIIME2"
"Helicobacter pylori","Koz130125_B",0.0301973586585547,"QIIME2"
"Helicobacter pylori","Koz130125_C",0.0445441988950276,"QIIME2"
"Helicobacter pylori","Koz130211_A",0.0472164717160077,"QIIME2"
"Helicobacter pylori","Koz130211_B",0.03681013718714,"QIIME2"
"Helicobacter pylori","Koz130211_C",0.0516648940521967,"QIIME2"
"Helicobacter pylori","Koz130220_A",0.0572862022842879,"QIIME2"
"Helicobacter pylori","Koz130220_B",0.0468311216342712,"QIIME2"
"Helicobacter pylori","Koz130220_C",0.0616523418479837,"QIIME2"
"Helicobacter pylori","Koz130306_A",0.046922554147091,"QIIME2"
"Helicobacter pylori","Koz130306_B",0.0391501117795671,"QIIME2"
"Helicobacter pylori","Koz130306_C",0.0554451190028475,"QIIME2"
"Helicobacter pylori","Koz130401_A",0.0655948346476928,"QIIME2"
"Helicobacter pylori","Koz130401_B",0.0596654116036283,"QIIME2"
"Helicobacter pylori","Koz130401_C",0.0753563337061573,"QIIME2"
"Helicobacter pylori","Koz130403_A",0.0551513497232785,"QIIME2"
"Helicobacter pylori","Koz130403_B",0.0449021106405475,"QIIME2"
"Helicobacter pylori","Koz130403_C",0.0654894105864679,"QIIME2"
"Helicobacter pylori","Koz130417_A",0.0658824180690877,"QIIME2"
"Helicobacter pylori","Koz130417_B",0.0540916309196697,"QIIME2"
"Helicobacter pylori","Koz130417_C",0.0743483652270362,"QIIME2"
"Helicobacter pylori","Koz130422_A",0.0528611812879777,"QIIME2"
"Helicobacter pylori","Koz130422_B",0.04281667694558,"QIIME2"
"Helicobacter pylori","Koz130422_C",0.0617352323430757,"QIIME2"
"Lactobacillus gasseri","Koz121203_A",0,"QIIME2"
"Lactobacillus gasseri","Koz121203_B",0,"QIIME2"
"Lactobacillus gasseri","Koz121203_C",0,"QIIME2"
"Lactobacillus gasseri","Koz121205_A",0,"QIIME2"
"Lactobacillus gasseri","Koz121205_B",0,"QIIME2"
"Lactobacillus gasseri","Koz121205_C",0,"QIIME2"
"Lactobacillus gasseri","Koz121207_A",0,"QIIME2"
"Lactobacillus gasseri","Koz121207_B",0,"QIIME2"
"Lactobacillus gasseri","Koz121207_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130125_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130125_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130125_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130211_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130211_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130211_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130220_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130220_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130220_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130306_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130306_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130306_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130401_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130401_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130401_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130403_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130403_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130403_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130417_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130417_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130417_C",0,"QIIME2"
"Lactobacillus gasseri","Koz130422_A",0,"QIIME2"
"Lactobacillus gasseri","Koz130422_B",0,"QIIME2"
"Lactobacillus gasseri","Koz130422_C",0,"QIIME2"
"Listeria monocytogenes","Koz121203_A",0,"QIIME2"
"Listeria monocytogenes","Koz121203_B",0,"QIIME2"
"Listeria monocytogenes","Koz121203_C",0,"QIIME2"
"Listeria monocytogenes","Koz121205_A",0,"QIIME2"
"Listeria monocytogenes","Koz121205_B",0,"QIIME2"
"Listeria monocytogenes","Koz121205_C",0,"QIIME2"
"Listeria monocytogenes","Koz121207_A",0,"QIIME2"
"Listeria monocytogenes","Koz121207_B",0,"QIIME2"
"Listeria monocytogenes","Koz121207_C",0,"QIIME2"
"Listeria monocytogenes","Koz130125_A",0,"QIIME2"
"Listeria monocytogenes","Koz130125_B",0,"QIIME2"
"Listeria monocytogenes","Koz130125_C",0,"QIIME2"
"Listeria monocytogenes","Koz130211_A",0,"QIIME2"
"Listeria monocytogenes","Koz130211_B",0,"QIIME2"
"Listeria monocytogenes","Koz130211_C",0,"QIIME2"
"Listeria monocytogenes","Koz130220_A",0,"QIIME2"
"Listeria monocytogenes","Koz130220_B",0,"QIIME2"
"Listeria monocytogenes","Koz130220_C",0,"QIIME2"
"Listeria monocytogenes","Koz130306_A",0,"QIIME2"
"Listeria monocytogenes","Koz130306_B",0,"QIIME2"
"Listeria monocytogenes","Koz130306_C",0,"QIIME2"
"Listeria monocytogenes","Koz130401_A",0,"QIIME2"
"Listeria monocytogenes","Koz130401_B",0,"QIIME2"
"Listeria monocytogenes","Koz130401_C",0,"QIIME2"
"Listeria monocytogenes","Koz130403_A",0,"QIIME2"
"Listeria monocytogenes","Koz130403_B",0,"QIIME2"
"Listeria monocytogenes","Koz130403_C",0,"QIIME2"
"Listeria monocytogenes","Koz130417_A",0,"QIIME2"
"Listeria monocytogenes","Koz130417_B",0,"QIIME2"
"Listeria monocytogenes","Koz130417_C",0,"QIIME2"
"Listeria monocytogenes","Koz130422_A",0,"QIIME2"
"Listeria monocytogenes","Koz130422_B",0,"QIIME2"
"Listeria monocytogenes","Koz130422_C",0,"QIIME2"
"Neisseria meningitidis","Koz121203_A",0,"QIIME2"
"Neisseria meningitidis","Koz121203_B",0,"QIIME2"
"Neisseria meningitidis","Koz121203_C",0,"QIIME2"
"Neisseria meningitidis","Koz121205_A",0,"QIIME2"
"Neisseria meningitidis","Koz121205_B",0,"QIIME2"
